Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
la-n3-necklace,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'18946619,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'18979387,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'19012155,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,White,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15563835,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Black,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15596603,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Blue,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15629371,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Bordeaux,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15662139,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Green,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15694907,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Fuchsia,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15727675,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Petrol blue,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15760443,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Lilla,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15793211,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Nude,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15825979,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Nude 2,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15858747,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Baby blue,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15891515,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Almond green,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15924283,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Pink,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15957051,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'15989819,,,,,,,,,,,,kg,,,
la-n3-necklace,,,,,,,,,Silver,,,Champagne,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,'16022587,,,,,,,,,,,,kg,,,
la-n2-necklace,LA-N2 | Necklace,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17537595,,,,false,,,,,,,,kg,,,active
la-n2-necklace,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17570363,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17603131,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17635899,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17668667,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17701435,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17734203,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17766971,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17799739,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17832507,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17865275,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17898043,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17930811,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17963579,,,,,,,,,,,,kg,,,
la-n2-necklace,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,12.00,,true,true,,,,,'17996347,,,,,,,,,,,,kg,,,
la-n1-necklace,LA-N1 | Necklace,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'16980539,,,,false,,,,,,,,kg,,,active
la-n1-necklace,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17013307,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17046075,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17078843,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17111611,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17144379,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17177147,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17209915,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17242683,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17275451,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17308219,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17340987,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17373755,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17406523,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'17439291,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,White,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15072315,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Black,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15105083,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Blue,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15137851,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Bordeaux,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15170619,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Green,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15203387,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Fuchsia,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15236155,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Petrol blue,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15268923,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Lilla,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15301691,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Nude,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15334459,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Nude 2,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15367227,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Baby blue,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15399995,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Almond green,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15432763,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Pink,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15465531,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15498299,,,,,,,,,,,,kg,,,
la-n1-necklace,,,,,,,,,Silver,,,Champagne,,,,,,0.0,shopify,deny,manual,15.00,,true,true,,,,,'15531067,,,,,,,,,,,,kg,,,
la-g3-back-accessoires,LA-G3 | Back accessoires,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'15342139,,,,false,,,,,,,,kg,,,active
la-g3-back-accessoires,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'15374907,,,,,,,,,,,,kg,,,
la-g2-back-accessoires,LA-G2 | Back accessoires,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'14654011,,,,false,,,,,,,,kg,,,active
la-g2-back-accessoires,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'15112763,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,LA-G5 | Back accessoires,"",CB,Uncategorized,"","",true,Metal,Silver,,Color,White,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13048379,,,,false,,,,,,,,kg,,,active
la-g5-back-accessoires,,,,,,,,,Silver,,,Black,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13081147,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13113915,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Bordeaux,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13146683,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Green,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13179451,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Fuchsia,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13212219,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Petrol blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13244987,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Lilla,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13277755,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Nude,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13310523,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Nude 2,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13343291,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Baby blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13376059,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Almond green,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13408827,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Pink,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13441595,,,,,,,,,,,,kg,,,
la-g5-back-accessoires,,,,,,,,,Silver,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13474363,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,LA-G4 | Back accessoires,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12556859,,,,false,,,,,,,,kg,,,active
la-g4-back-accessoires,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12589627,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12622395,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12655163,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12687931,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12720699,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12753467,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12786235,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12819003,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12851771,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12884539,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12917307,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12950075,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12982843,,,,,,,,,,,,kg,,,
la-g4-back-accessoires,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'13015611,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,LA-G1 | Back accessoires,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12065339,,,,false,,,,,,,,kg,,,active
la-g1-back-accessoires,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12098107,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12130875,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12163643,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12196411,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12229179,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12261947,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12294715,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12327483,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12360251,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12393019,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12425787,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12458555,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12491323,,,,,,,,,,,,kg,,,
la-g1-back-accessoires,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,20.00,,true,true,,,,,'12524091,,,,,,,,,,,,kg,,,
la-e18-earrings,LA-E18 | Earrings,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11508283,,,,false,,,,,,,,kg,,,active
la-e18-earrings,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11541051,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11573819,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11606587,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11639355,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11672123,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11704891,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11737659,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11770427,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11803195,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11835963,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11868731,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11901499,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11934267,,,,,,,,,,,,kg,,,
la-e18-earrings,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11967035,,,,,,,,,,,,kg,,,
la-e17-earrings,LA-E17 | Earrings,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11016763,,,,false,,,,,,,,kg,,,active
la-e17-earrings,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11049531,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11082299,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11115067,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11147835,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11180603,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11213371,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11246139,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11278907,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11311675,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11344443,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11377211,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11409979,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11442747,,,,,,,,,,,,kg,,,
la-e17-earrings,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'11475515,,,,,,,,,,,,kg,,,
la-e16-earrings,LA-E16 | Earrings,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10525243,,,,false,,,,,,,,kg,,,active
la-e16-earrings,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10558011,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10590779,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10623547,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Green,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10656315,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Fuchsia,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10689083,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Petrol blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10721851,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Lilla,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10754619,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Nude,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10787387,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Nude 2,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10820155,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Baby blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10852923,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Almond green,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10885691,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Pink,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10918459,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Gold/Taupe,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10951227,,,,,,,,,,,,kg,,,
la-e16-earrings,,,,,,,,,Gold,,,Champagne,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10983995,,,,,,,,,,,,kg,,,
la-e15-earrings,LA-E15 | Earrings,"",CB,Uncategorized,"","",true,Metal,Gold,,Color,White,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10033723,,,,false,,,,,,,,kg,,,active
la-e15-earrings,,,,,,,,,Gold,,,Black,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10066491,,,,,,,,,,,,kg,,,
la-e15-earrings,,,,,,,,,Gold,,,Blue,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10099259,,,,,,,,,,,,kg,,,
la-e15-earrings,,,,,,,,,Gold,,,Bordeaux,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,'10132027,,,,,,,,,,,,kg,,,
